"Dist Code","Year","State Code","State Name","Dist Name","RICE IRRIGATED AREA (1000 ha)","WHEAT IRRIGATED AREA (1000 ha)","KHARIF SORGHUM IRRIGATED AREA (1000 ha)","RABI SORGHUM IRRIGATED AREA (1000 ha)","SORGHUM IRRIGATED AREA (1000 ha)","PEARL MILLET IRRIGATED AREA (1000 ha)","MAIZE IRRIGATED AREA (1000 ha)","FINGER MILLET IRRIGATED AREA (1000 ha)","BARLEY IRRIGATED AREA (1000 ha)","CHICKPEA IRRIGATED AREA (1000 ha)","PIGEONPEA IRRIGATED AREA (1000 ha)","MINOR PULSES IRRIGATED AREA (1000 ha)","PULSES IRRIGATED AREA (1000 ha)","GROUNDNUT IRRIGATED AREA (1000 ha)","SESAMUM IRRIGATED AREA (1000 ha)","LINSEED IRRIGATED AREA (1000 ha)","SUGARCANE IRRIGATED AREA (1000 ha)","COTTON IRRIGATED AREA (1000 ha)","FRUITS AND VEGETABLES IRRIGATED AREA (1000 ha)","FODDER IRRIGATED AREA (1000 ha)"
"95","1983","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1984","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1985","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1986","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1987","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1988","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1989","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1990","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1991","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1992","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1993","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1994","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1995","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1996","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1997","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1998","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1999","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","2000","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","2001","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","2002","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","2003","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","2004","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"96","1966","7","Maharashtra","Thane","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.0","0.2","0.1","0.1","0.4","0.0","0.0","0.0","0.1","0.0","0.0","0.0"
"96","1967","7","Maharashtra","Thane","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.1","0.0","0.3","0.0","0.0","0.0","0.1","0.0","2.4","0.0"
"96","1968","7","Maharashtra","Thane","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.4","0.0"
"96","1969","7","Maharashtra","Thane","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.9","0.0"
"96","1970","7","Maharashtra","Thane","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.1"
"96","1971","7","Maharashtra","Thane","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.7","0.0"
"96","1972","7","Maharashtra","Thane","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.0","0.1","0.3","0.1","0.0","0.0","0.0","0.0","4.5","0.0"
"96","1973","7","Maharashtra","Thane","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.5","0.0"
"96","1974","7","Maharashtra","Thane","0.2","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","4.9","0.0"
"96","1975","7","Maharashtra","Thane","1.1","2.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.2","0.0"
"96","1976","7","Maharashtra","Thane","0.2","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.6","0.0"
"96","1977","7","Maharashtra","Thane","2.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","3.6","0.0"
"96","1978","7","Maharashtra","Thane","0.6","0.0","0.4","0.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","4.6","0.0"
"96","1979","7","Maharashtra","Thane","0.0","0.2","0.2","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.1","0.0","0.0","0.0","0.1","0.0","5.6","0.0"
"96","1980","7","Maharashtra","Thane","0.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.2","0.1","0.5","0.0","0.1","0.0","0.1","0.0","2.4","0.2"
"96","1981","7","Maharashtra","Thane","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0.2","0.3","0.9","0.0","0.3","0.0","0.0","0.0","2.1","0.2"
"96","1982","7","Maharashtra","Thane","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0.2","0.5","1.4","0.0","0.1","0.0","0.0","0.0","2.3","0.1"
"96","1983","7","Maharashtra","Thane","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","0.2","0.2","1.2","0.0","0.1","0.0","0.0","0.0","2.5","0.2"
"96","1984","7","Maharashtra","Thane","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9","0.3","0.2","1.4","0.0","0.0","0.0","0.0","0.0","2.4","0.0"
"96","1985","7","Maharashtra","Thane","0.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9","0.3","0.2","1.4","0.3","0.3","0.0","0.3","0.0","2.0","0.0"
"96","1986","7","Maharashtra","Thane","1.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9","0.4","0.2","1.5","0.0","0.3","0.0","0.0","0.0","2.4","0.0"
"96","1987","7","Maharashtra","Thane","3.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.1","0.3","0.0","0.0","0.0","0.0","2.0","0.0"
"96","1988","7","Maharashtra","Thane","1.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.1","0.4","0.0","0.0","0.0","0.0","3.5","0.0"
"96","1989","7","Maharashtra","Thane","1.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.1","0.3","0.0","0.0","0.0","0.0","4.6","0.0"
"96","1990","7","Maharashtra","Thane","1.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0.0","0.1","0.5","0.2","0.0","0.0","0.0","0.0","3.6","0.0"
"96","1991","7","Maharashtra","Thane","1.6","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.0","0.0","0.5","0.2","0.0","0.0","0.0","0.0","6.1","0.0"
"96","1992","7","Maharashtra","Thane","1.6","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0.0","0.0","0.7","0.2","0.0","0.0","0.0","0.0","6.4","0.0"
"96","1993","7","Maharashtra","Thane","2.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0.0","0.0","0.7","0.3","0.0","0.0","0.0","0.0","6.2","0.0"
"96","1994","7","Maharashtra","Thane","3.7","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.2","0.0","0.0","0.0","0.0","7.8","0.0"
"96","1995","7","Maharashtra","Thane","2.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.0","0.0","1.4","0.3","0.0","0.0","0.0","0.0","9.3","0.0"
"96","1996","7","Maharashtra","Thane","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.4","0.0","0.0","2.4","0.3","0.0","0.0","0.0","0.0","11.4","0.0"
"96","1997","7","Maharashtra","Thane","3.6","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2","0.0","0.0","2.2","0.1","0.0","0.0","0.0","0.0","11.5","0.0"
"96","1998","7","Maharashtra","Thane","4.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.1","0.2","0.0","3.3","0.1","0.0","0.0","0.0","0.0","11.5","0.0"
"96","1999","7","Maharashtra","Thane","3.6","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1","0.3","0.0","2.4","0.2","0.0","0.0","0.0","0.0","13.0","0.0"
"96","2000","7","Maharashtra","Thane","2.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2","0.3","0.0","2.5","0.2","0.0","0.0","0.0","0.0","12.5","0.0"
"96","2001","7","Maharashtra","Thane","2.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","0.3","0.0","1.1","0.2","0.0","0.0","0.0","0.0","13.6","0.0"
"96","2002","7","Maharashtra","Thane","2.4","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","0.3","0.0","1.1","0.2","0.0","0.0","0.0","0.0","14.5","0.0"
"96","2003","7","Maharashtra","Thane","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"96","2004","7","Maharashtra","Thane","2.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"96","2005","7","Maharashtra","Thane","2.5","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"96","2006","7","Maharashtra","Thane","2.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"96","2007","7","Maharashtra","Thane","2.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"96","2008","7","Maharashtra","Thane","2.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"97","1966","7","Maharashtra","Raigad","2.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"97","1967","7","Maharashtra","Raigad","2.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8","0.0"
"97","1968","7","Maharashtra","Raigad","2.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","0.0"
"97","1969","7","Maharashtra","Raigad","2.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.2","0.0"
"97","1970","7","Maharashtra","Raigad","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","0.0"
"97","1971","7","Maharashtra","Raigad","2.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","1.5","0.0"
"97","1972","7","Maharashtra","Raigad","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.2","0.0"
"97","1973","7","Maharashtra","Raigad","3.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","0.0"
"97","1974","7","Maharashtra","Raigad","4.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","0.0"
"97","1975","7","Maharashtra","Raigad","5.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","1.4","0.0"
"97","1976","7","Maharashtra","Raigad","5.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","0.0"
"97","1977","7","Maharashtra","Raigad","5.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.0"
"97","1978","7","Maharashtra","Raigad","5.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.0"
"97","1979","7","Maharashtra","Raigad","5.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.0"
"97","1980","7","Maharashtra","Raigad","7.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1","0.0"
"97","1981","7","Maharashtra","Raigad","7.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","0.0"
"97","1982","7","Maharashtra","Raigad","7.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","0.0"
"97","1983","7","Maharashtra","Raigad","7.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.0"
"97","1984","7","Maharashtra","Raigad","7.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.0"
"97","1985","7","Maharashtra","Raigad","7.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","0.0"
"97","1986","7","Maharashtra","Raigad","7.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.1","0.2","0.0","0.0","0.0","1.3","0.0"
"97","1987","7","Maharashtra","Raigad","7.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6","0.0","0.6","0.1","0.0","0.0","0.0","0.0","4.7","0.0"
"97","1988","7","Maharashtra","Raigad","7.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","1.3","0.0"
"97","1989","7","Maharashtra","Raigad","7.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.0","0.0","1.3","0.0"
"97","1990","7","Maharashtra","Raigad","8.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0","0.1","0.2","0.0","0.0","0.0","0.0","1.4","0.0"
"97","1991","7","Maharashtra","Raigad","12.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.5","0.6","0.2","0.0","0.0","0.0","0.0","1.6","0.0"
"97","1992","7","Maharashtra","Raigad","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0","0.1","0.2","0.0","0.0","0.0","0.0","1.8","0.0"
"97","1993","7","Maharashtra","Raigad","7.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.2","0.3","0.1","0.0","0.0","0.0","0.0","1.2","0.0"
"97","1994","7","Maharashtra","Raigad","8.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.5","0.6","0.0","0.1","0.0","0.0","0.0","1.2","0.0"
"97","1995","7","Maharashtra","Raigad","8.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.1","0.9","1.2","0.1","0.1","0.0","0.0","0.0","1.2","0.0"
"97","1996","7","Maharashtra","Raigad","7.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.1","0.8","1.1","0.1","0.0","0.0","0.0","0.0","3.0","0.0"
"97","1997","7","Maharashtra","Raigad","7.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.1","0.0","0.3","0.0","0.0","0.0","0.0","0.0","3.8","0.0"
"97","1998","7","Maharashtra","Raigad","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.1","0.6","0.9","0.2","0.0","0.0","0.0","0.0","3.2","0.0"
"97","1999","7","Maharashtra","Raigad","6.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.1","0.5","0.9","0.2","0.0","0.0","0.0","0.0","3.2","0.0"
"97","2000","7","Maharashtra","Raigad","8.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.3","0.2","0.8","0.2","0.0","0.0","0.0","0.0","3.9","0.0"
"97","2001","7","Maharashtra","Raigad","8.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.2","0.5","0.2","0.0","0.0","0.0","0.0","4.6","0.0"
"97","2002","7","Maharashtra","Raigad","8.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.2","0.5","0.2","0.0","0.0","0.0","0.0","6.1","0.0"
"97","2003","7","Maharashtra","Raigad","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"97","2004","7","Maharashtra","Raigad","8.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"97","2005","7","Maharashtra","Raigad","8.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"97","2006","7","Maharashtra","Raigad","8.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"97","2007","7","Maharashtra","Raigad","8.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"97","2008","7","Maharashtra","Raigad","8.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0"
"98","1966","7","Maharashtra","Ratnagiri","5.1","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.0","0.3","0.3","0.1","1.9","0.0","0.3","0.0","0.0","0.0"
"98","1967","7","Maharashtra","Ratnagiri","5.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0.4","0.1","1.7","0.0","0.3","0.0","2.1","0.0"
"98","1968","7","Maharashtra","Ratnagiri","4.7","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0","0.2","0.9","1.1","0.1","0.5","0.0","0.5","0.0","2.7","0.0"
